question,answer,contexts,with_context_answer,without_context_answer,with_context_parsed,without_context_parsed,standardized_answer,context_impact,is_cause_effect,mentions_specific_condition,mentions_therapy,about_disease_mechanism
Which factor increases wet AMD risk by promoting VEGF production? a) Smoking b) Drinking water c) Regular exercise d) Low cholesterol,a) Smoking,"Smoking — tobacco use is linked to increased risk of wet AMD and promotes VEGF-driven neovascularization, whereas higher water intake is associated with reduced AMD risk, regular exercise tends to influence retinal health and can improve anti‑angiogenic therapy effects, and low cholesterol is not implicated as a VEGF-promoting risk factor.",A,A,A,A,A,Neutral,False,True,False,False
Can dry AMD progress to geographic atrophy due to excessive antioxidant deficiency? a) Yes b) No c) Only with smoking d) Only with UV exposure,b) No,"Yes — insufficient antioxidants and related nutritional deficiency can drive progression of dry AMD to geographic atrophy; smoking also raises the risk of advanced/late AMD, but progression is not limited to smoking or UV exposure.",A,A,A,A,B,No Help,True,True,False,False
Does family history elevate AMD risk by increasing drusen formation susceptibility? a) Yes b) No c) Only in men d) Only in women,a) Yes,"Yes. A positive family history and genetic factors raise susceptibility to age-related macular degeneration, and AMD commonly manifests with drusen formation, so family history can elevate risk via increased susceptibility to drusen; this effect is not limited to one sex.",A,A,A,A,A,Neutral,False,False,False,False
Can anti-VEGF injections treat wet AMD by reducing photoreceptor regeneration? a) Yes b) No c) Sometimes d) Only early stages,b) No,"Answer: b) No. Anti‑VEGF intravitreal injections treat wet AMD by inhibiting VEGF-driven neovascularization and reducing fluid to improve and preserve vision; the literature links photoreceptor regeneration to regenerative approaches like stem cell and gene therapies rather than to anti‑VEGF therapy, so anti‑VEGF benefits are not mediated by reducing photoreceptor regeneration.",B,B,B,B,B,Neutral,False,False,True,False
Does hypertension worsen AMD by elevating choroidal pressure? a) Yes b) No c) Only with diabetes d) Only with obesity,b) No,"Yes. Hypertension is linked to choroidal dysfunction and choroidopathy and has been associated with increased risk and progression of AMD; by raising systemic/choroidal hydrostatic pressure and impairing choroidal blood flow it can worsen AMD, and this is not limited only to people with diabetes or obesity (though those conditions can further increase risk).",A,B,A,B,B,Negative,False,True,False,False
Can the Amsler grid detect wet AMD by revealing optic nerve damage? a) Yes b) No c) Sometimes d) Only late stages,b) No,"No — the Amsler grid can reveal central visual distortions from macular disease such as wet AMD, but it does not detect optic nerve damage, which is evaluated with other examinations and imaging.",B,B,B,B,B,Neutral,False,False,False,False
Does UV exposure accelerate AMD by triggering immediate retinal hemorrhages? a) Yes b) No c) Only with smoking d) Only with light eyes,b) No,"UV and bright light can contribute to retinal damage and are linked to age-related ocular disease and early macular degeneration, but there is no evidence that UV exposure directly triggers immediate retinal hemorrhages to accelerate AMD; retinal bleeding typically occurs with neovascular/exudative AMD or other vascular disorders, and smoking is a separate risk factor that worsens AMD—so the correct answer is b) No.",B,B,B,B,B,Neutral,False,True,False,False
Can AREDS supplements slow dry AMD by reversing retinal pigment epithelial atrophy? a) Yes b) No c) Partially d) Only with zinc,b) No,"No — AREDS/antioxidant vitamin supplements (including zinc) can slow progression of dry AMD and reduce the risk of advancing to severe vision loss in appropriate patients, but they do not reverse established retinal pigment epithelial atrophy or geographic atrophy; reversal would require regenerative therapies rather than supplementation alone.",B,B,B,B,B,Neutral,False,False,False,False
Does obesity increase AMD risk by enhancing retinal inflammation? a) Yes b) No c) Only with diabetes d) Only with hypertension,a) Yes,"Yes. Obesity is associated with systemic inflammatory and oxidative changes and with diet‑ or obesity‑driven retinal inflammation, and obesity is linked to higher risk, progression and late stages of AMD, while retinal inflammation is a recognized driver of AMD pathogenesis—together indicating obesity likely increases AMD risk by enhancing retinal inflammation.",A,A,A,A,A,Neutral,False,True,False,False
Can wet AMD cause sudden vision loss by inducing choroidal neovascular leakage? a) Yes b) No c) Only with drusen d) Only with UV exposure,a) Yes,"Yes — neovascular (wet) AMD involves choroidal neovascularization that can leak or bleed, causing sudden central vision loss; this can occur independent of drusen or UV exposure and is the target of anti‑VEGF treatments.",A,A,A,A,A,Neutral,True,False,False,False
